image,line_num,line_pos,text,auto_label,corrected_label
8a4d367ababa48843e696bdd4629cfb2.jpg,5,0.098,610 W 29TH ST,item,header
8a4d367ababa48843e696bdd4629cfb2.jpg,6,0.118,SAN ANGELO TX 76903,item,header
8a4d367ababa48843e696bdd4629cfb2.jpg,7,0.137,STH 01249 0P# TRH 06738,item,header
8a4d367ababa48843e696bdd4629cfb2.jpg,8,0.157,009046 TE# 46,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,9,0.176,NIGHT HAWK 004170901935 2.78,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,10,0.196,HEALTHCHOICE 007265545445 2.98,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,11,0.216,MANGO YOGURT 0.500,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,12,0.235,005360000026,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,13,0.255,BANAN YOGURT 005360000030 0.50,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,14,0.275,POTATOES,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,15,0.294,089286700194 2. 94,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,16,0.314,SUGAR GRANU 007874237117 4.98,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,17,0.333,AUTODRIVE 20 068113109287 4.47,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,18,0.353,ZZxxXZ,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,19,0.373,AUTODRIVE 20,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,20,0.392,068113109287,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,21,0.412,4.47,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,22,0.431,DUTCH OVEN 001601710695,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,23,0.451,19.94,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,24,0.471,BULK LEMONS 000000004958KF 0.48,item,item
8a4d367ababa48843e696bdd4629cfb2.jpg,25,0.49,SUBTOTAL 44.04,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,26,0.51,TAX 1 8.250 % 2.38,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,27,0.529,TOTAL 46.42,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,28,0.549,DEBIT TEND 46.42,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,29,0.569,CHANGE DUE 0.00,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,30,0.588,EFT DEBIT,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,31,0.608,PAY FROM,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,32,0.627,PRIMARY,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,33,0.647,46.42 TOTAL,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,34,0.667,PURCHASE,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,35,0.686,US DEBIT,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,36,0.706,xXXX XXXx xxXx 5870 I 0,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,37,0.725,REF # 026500333070,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,38,0.745,NETWORK ID. 0076 APPR C0DE 541926,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,39,0.765,US DEBIT,metadata,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,40,0.784,hobmensed,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,41,0.804,AID A0000000980840,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,42,0.824,AAC F082669277F87E3B,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,43,0.843,TERMINAL # SC011585,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,44,0.863,ado uoi,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,45,0.882,09/21/20 17:06:36,noise,date
8a4d367ababa48843e696bdd4629cfb2.jpg,46,0.902,# ITEMS,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,47,0.922,SOLD 10,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,48,0.941,TC# 9100,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,49,0.961,4235 4307 8400 3634,noise,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,50,0.98,Low Prices You Can Irust. Every Day.,item,noise
8a4d367ababa48843e696bdd4629cfb2.jpg,51,1.0,09/21/20 17:06:44,noise,date
3215a690-93dd-4de3-b219-3f56860e050f.png,0,0.0,froger,item,header
3215a690-93dd-4de3-b219-3f56860e050f.png,1,0.022,SCNI ELASTIC 3.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,2,0.043,12.49 X,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,3,0.065,FX MUCINEX FAST MAX,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,4,0.087,PC 2.50 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,5,0.109,ZIPLOC CONTAINER,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,6,0.13,SC KPOGER SAVINGS 0.49,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,7,0.152,OI SEI 8.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,8,0.174,.25 te),item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,9,0.196,WT PLFLED 2.49 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,10,0.217,2.59 B,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,11,0.239,0.59 1b @ 1.1514,item,weight
3215a690-93dd-4de3-b219-3f56860e050f.png,12,0.261,WT PEPPERS JALAPENO 0.70 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,13,0.283,3.14 1b @ 0.49 /1b,item,weight
3215a690-93dd-4de3-b219-3f56860e050f.png,14,0.304,WT BANANAS 1.54 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,15,0.326,BAI5 BEVERAGE PC 1.67 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,16,0.348,SC KROGER SAVINGS 0.82,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,17,0.37,BAI5 BEVERAGE PC 1.67 8,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,18,0.391,SC KROGER SAVINGS 0.82,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,19,0.413,BNTY SAS TOWELS PC 11.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,20,0.435,SC KROGER SAVINGS 3.70,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,21,0.457,HLAM CHEESE 2.89 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,22,0.478,HLAM CHEESE 2.89 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,23,0.5,BRDV PTD MDJL DATEPC 5.49,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,24,0.522,SC KROGER SAVINGS 0.50,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,25,0.543,ALPRS CHOC BAR 4.19,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,26,0.565,ALPRS CHOC BAR 4.19,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,27,0.587,ZIPLOC SNDWCH BAG 4.19,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,28,0.609,DSCH PN RLF PLNTR 16.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,29,0.63,KRO FD STORAGE 2.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,30,0.652,TRSME CONDITIONER 3.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,31,0.674,TRSME SHAMPOO 3.99 T,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,32,0.696,KOSH SALMON PC 10.25 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,33,0.717,SC KROGER SAVINGS 1.14,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,34,0.739,MLLR CHEESE 2.89 8,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,35,0.761,TMTE CREAM CHEESE 3.99 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,36,0.783,MLLR CHEESE 3.14 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,37,0.804,PEPPERS RAINBOW 4.99 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,38,0.826,ONIONS SWT YELLOW 1.99 6,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,39,0.848,KRO WATER 2.79 B,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,40,0.87,KROGER PLUS CUSTOMER ********7762,item,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,41,0.891,MP ATLANTA ANGEL NP 140.04-,discount,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,42,0.913,TAX 7.58,metadata,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,43,0.935,** BALANCE 0.000,metadata,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,44,0.957,CASH 0.00,metadata,noise
3215a690-93dd-4de3-b219-3f56860e050f.png,45,0.978,CHANGE 0.00,item,item
3215a690-93dd-4de3-b219-3f56860e050f.png,46,1.0,Date of Birth = xx/xx/xx KEYED,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,0,0.0,Store #42,header,header
8779b6ae-ae16-485b-a799-711126b325ec.png,1,0.021,930 DEKALB PIKE,item,header
8779b6ae-ae16-485b-a799-711126b325ec.png,2,0.042,"Blue Bel1, PA",item,header
8779b6ae-ae16-485b-a799-711126b325ec.png,3,0.062,WWW.ALDI.US,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,4,0.083,Your cashier today was Ugonma,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,5,0.104,2002. Sport Cap 3.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,6,0.125,12 pk Diet Cola 2.99 FB,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,7,0.146,Parmesan Cheese 2.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,8,0.167,Light Sour Cream 0.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,9,0.188,Yel low Ontons 1.49 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,10,0.208,Sweet Potatoes 2.49 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,11,0.229,FreshGround Turkey 2.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,12,0.25,Chicken Tender 1o1n 6.73 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,13,0.271,Mixed Nuts14.75 oz 4.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,14,0.292,Mixed Nuts14.75oz 4.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,15,0.312,Grape Tomatoes 1pt 1.89 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,16,0.333,Red Grapes 5.54 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,17,0.354,2.42 1b x 2.29/1b,item,weight
8779b6ae-ae16-485b-a799-711126b325ec.png,18,0.375,Strawberries 1.49 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,19,0.396,Baby Carrots 1.25 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,20,0.417,Asian Salad K1t 2.49 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,21,0.438,Sprd Cheese Wedges 1.29 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,22,0.458,Garden Salad 0.89 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,23,0.479,Garden Salad 0.89 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,24,0.5,Baby Carrots 1.25 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,25,0.521,Garlic 0.85 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,26,0.542,SweetandSal tyBars 1.39 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,27,0.562,Turkey Meatbal 1s 4.39 FA,metadata,item
8779b6ae-ae16-485b-a799-711126b325ec.png,28,0.583,Swt Ch111/Sriracha 4.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,29,0.604,Zucchini 1.69 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,30,0.625,Seediss Watermelon 2.99 FA,item,item
8779b6ae-ae16-485b-a799-711126b325ec.png,31,0.646,VISA 66.66,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,32,0.667,x6042 PIN,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,33,0.688,09/19/21 15:03 Ref/Seq # 981800,item,date
8779b6ae-ae16-485b-a799-711126b325ec.png,34,0.708,Auth # 07226C,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,35,0.729,AID A0000000031010,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,36,0.75,TVR 0080001000,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,37,0.771,IAD 06010A03602002,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,38,0.792,TSI E800 ARC 000 EntryMode 05,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,39,0.812,++APPROVED+,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,40,0.833,SUBTOTAL 66.52,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,41,0.854,2.29 B-Taxab1e @6.000% 0.14,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,42,0.875,64.23 A-Taxab1e 90.00% 0.00,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,43,0.896,AMOUNT DUE 66.66,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,44,0.917,TOT AL $66.66,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,45,0.938,25 ITEMS,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,46,0.958,Credit Card $66.66,metadata,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,47,0.979,9657 460/042/003/029 09/19/21 02:55PM,item,noise
8779b6ae-ae16-485b-a799-711126b325ec.png,48,1.0,Show your LunchboxLovet,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,0,0.0,WHOLESALE,item,header
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,1,0.019,Mountain View #143,item,header
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,2,0.037,1000 N Rengstorff,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,3,0.056,"Mountain View, CA 93043",item,header
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,4,0.074,(650) 988-1841,header,header
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,5,0.093,OK Member 821170501020,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,6,0.111,1358822 CHARMIN 22.49 A,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,7,0.13,9462 ORANGES 12.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,8,0.148,83424 HONEYDEW 3.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,9,0.167,8789 GOLDEN PINE 2.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,10,0.185,660212 DOVE16CT 15.99 A,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,11,0.204,949985 ADIDAS SOCK 12.99 A,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,12,0.222,949985 ADIDAS SOCK 12.99 A,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,13,0.241,879104 SOUR DOUGH 6.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,14,0.259,858187 0ATNUT BREAD 5.79,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,15,0.278,31865 BAGELS 5.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,16,0.296,WW… 14368 COUNTRY FR 2 5.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,17,0.315,24587 ORG ROMAINE 3.79,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,18,0.333,31865 BAGELS 5.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,19,0.352,36285 KS WALNUT 3# 10.89,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,20,0.37,568915 ORGANIC CUKE 4.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,21,0.389,1292274 SAFE CATCH 11.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,22,0.407,56366 RASPBERRIES 5.49,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,23,0.426,2 @ 6.99,qty,qty
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,24,0.444,27003 STRAWBERRIES 13.98,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,25,0.463,72904 BLACKBERRIES 5.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,26,0.481,2 @ 4.49,qty,qty
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,27,0.5,57554 BLUEBERRIES 8.98,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,28,0.519,1068080 PASTURE EGGS 7.49,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,29,0.537,990483 2%0RG Y0GURT 4.79,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,30,0.556,40532 PHL CRM CHSE 8.49,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,31,0.574,18600 CLEMENTINES 5.99,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,32,0.593,1100521 RAW HONEY 13.49,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,33,0.611,1018249 ORG ATAULFO 6.49,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,34,0.63,SUBTOTAL 228.02,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,35,0.648,TAX 5.80,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,36,0.667,TOTAL 233.82,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,37,0.685,xXXXXXXXXXXX5881 CHIP Read,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,38,0.704,AID: A0000000031010,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,39,0.722,Seq# 11913 App#: 01517D,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,40,0.741,Visa Resp: APPROVED,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,41,0.759,Trans ID#: 903900011913...,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,42,0.778,Merchant ID: 990143,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,43,0.796,APPROVED - Purchase,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,44,0.815,AMOUNT: $233.82,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,45,0.833,02/08/2019 12:10 143 11 72 50,noise,date
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,46,0.852,Visa 233.82,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,47,0.87,CHANGE 0.00,item,item
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,48,0.889,A 9.0% TAX 5.80,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,49,0.907,TOTAL TAX 5.80,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,50,0.926,TOTAL NUMBER OF ITEMS SOLD = 28,metadata,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,51,0.944,02/08/2019 12:10 143 11 72 50,noise,date
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,52,0.963,OP#: 50 Name: MARICELA G.,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,53,0.981,Thank You !,item,noise
a4ef80e372e513a8ce17e26b0c2f6da3.jpg,54,1.0,Please Come Asain,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,0,0.0,publix,item,header
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,1,0.034,Eastgate Shopping Drive 250 Eastgate Drive,item,header
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,2,0.069,"Store Manager: Randy Blankenship Aiken, SC 29803",item,header
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,3,0.103,789-584-1054,noise,header
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,4,0.138,"VAN ALMND BISCOTTI $3,99 t F",item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,5,0.172,"Promotion -2,00 t F",item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,6,0.207,BUMBLE BEE 4 PK,item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,7,0.241,10 2 FOR $3.99 $2.00 t F,item,qty
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,8,0.276,You Saved $ 1.85,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,9,0.31,PARS BARTLETE,item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,10,0.345,0.48 1b 8 $1.89/1b $0.91 t F,item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,11,0.379,Promotion -3.00 t F,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,12,0.414,DUKES BAMA WHT SCE $3.69 t F,item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,13,0.448,"Promotion -1,85 t F",item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,14,0.483,M/CALL PIE,item,item
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,15,0.517,1 @ 2 FOR $10.00 $5.00 t F,item,qty
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,16,0.552,You Saved $ 2.55,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,17,0.586,Transaction Disc $8.74 0 3% -$0.26,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,18,0.621,Order Tota1 Sales Tax 8.48 0.85,metadata,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,19,0.655,Grand Total 9.33,metadata,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,20,0.69,VISA,metadata,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,21,0.724,Savings Summary Special Price Savings 6.85 0.26,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,22,0.759,Transaction Discount,item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,23,0.793,****************************************** Savings at Pub lix,discount,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,24,0.828,******************************************* 7.11,discount,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,25,0.862,Your cashier was Hana P,metadata,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,26,0.897,07/08/2025 11:49:00 AM S5957 A435 4453 J054C,item,date
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,27,0.931,"Together, we'l1 get through this. Get the latest updates at",item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,28,0.966,"pub1ix,com/coronavirus",item,noise
d9c336e0-b7b2-4ae6-b1c3-e36c254dfbd5.png,29,1.0,Pub1ix Super Markets,item,noise
f10f991d29d72301227ca441cf2f8678.jpg,0,0.0,Sam's,item,header
f10f991d29d72301227ca441cf2f8678.jpg,1,0.038,CLUB,item,header
f10f991d29d72301227ca441cf2f8678.jpg,2,0.077,CLUB MANAGER,item,header
f10f991d29d72301227ca441cf2f8678.jpg,3,0.115,"BRADENTON, FL",item,header
f10f991d29d72301227ca441cf2f8678.jpg,4,0.154,10/14/20,noise,noise
f10f991d29d72301227ca441cf2f8678.jpg,5,0.192,13:20 6916 8201 83,noise,noise
f10f991d29d72301227ca441cf2f8678.jpg,6,0.231,0000063802 WATER 5.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,7,0.269,0980237371 SWAI FILLET 12.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,8,0.308,0980181678 SALMON 21.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,9,0.346,0000467584 PARM REG WD 15.33,item,header
f10f991d29d72301227ca441cf2f8678.jpg,10,0.385,0980092509 MM BROCCOLI 5.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,11,0.423,0980202624 MM YOGURT 3.78,item,header
f10f991d29d72301227ca441cf2f8678.jpg,12,0.462,0000833861 TOMATO MEDL 5.48,item,header
f10f991d29d72301227ca441cf2f8678.jpg,13,0.5,0000585680 TRAINING PA,item,header
f10f991d29d72301227ca441cf2f8678.jpg,14,0.538,2 AT FOR 14.98 29.96,item,qty
f10f991d29d72301227ca441cf2f8678.jpg,15,0.577,0980022770 MM BATH 18.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,16,0.615,0980022772 MM TOWELS 16.98,item,header
f10f991d29d72301227ca441cf2f8678.jpg,17,0.654,SUBTOTAL 137.43,metadata,noise
f10f991d29d72301227ca441cf2f8678.jpg,18,0.692,TAX 7 % 4.62,metadata,noise
f10f991d29d72301227ca441cf2f8678.jpg,19,0.731,TAX 12 0.00,metadata,noise
f10f991d29d72301227ca441cf2f8678.jpg,20,0.769,TOTAL 142.05,metadata,noise
f10f991d29d72301227ca441cf2f8678.jpg,21,0.808,MASTERCARD CREDIT TEND 142.05,metadata,noise
f10f991d29d72301227ca441cf2f8678.jpg,22,0.846,MASTERCARD **** **** **** 6334,item,noise
f10f991d29d72301227ca441cf2f8678.jpg,23,0.885,CHANGE DUE 0.00,item,noise
f10f991d29d72301227ca441cf2f8678.jpg,24,0.923,# ITEMS SOLD 11,item,noise
f10f991d29d72301227ca441cf2f8678.jpg,25,0.962,TC# 7038 4873 5803 7929 9638,item,noise
f10f991d29d72301227ca441cf2f8678.jpg,26,1.0,10/14/20 13:20,noise,date
HEB deals 1.jpg,0,0.0,H-E-B,item,header
HEB deals 1.jpg,1,0.036,1060 9536 0613 1919 4600 415,noise,noise
HEB deals 1.jpg,2,0.071,BOCA ALL AMERICAN BURGER,item,item
HEB deals 1.jpg,3,0.107,3 Ea. @ 3.22 9.66,qty,qty
HEB deals 1.jpg,4,0.143,HEB HALF & HALF 32 OZ-C 2.24,item,item
HEB deals 1.jpg,5,0.179,WICKLES ORIGINAL CHIPS 3.48,item,item
HEB deals 1.jpg,6,0.214,HEB GREEN PEAS FW 1.28,item,item
HEB deals 1.jpg,7,0.25,KRAFT SHRED MILD CHEDDAR 2.38,item,item
HEB deals 1.jpg,8,0.286,NIVEA MEN SENSITIVE SHAVE,item,item
HEB deals 1.jpg,9,0.321,4 Ea. @ 1/ 0.97 3.88,qty,qty
HEB deals 1.jpg,10,0.357,DC NFM SHAVE $1.50 orig 2.47 Ea.,item,noise
HEB deals 1.jpg,11,0.393,SM ABS MUD MASK PACKETTE,item,item
HEB deals 1.jpg,12,0.429,8_Ea.@ 1/ 0.50 T 4.00,item,item
